行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,經度,緯度,總價
南區,5.17,58.43,20.0852858,17,19,住,1,1,1,1,無,2017/5/29,120.674522,24.12927,257
南區,15.85,213.01,20.51787511,12,15,住,4,2,2,1,坡道機械,2018/7/1,120.655758,24.115095,820
西屯區,5.78,29.26,25.41872865,2,6,住,1,1,1,1,無,2019/9/6,120.60673,24.185582,110
東區,26.18,163.94,0.48187163299999997,8,13,住,3,2,2,1,坡道平面,2019/2/28,120.69893200000001,24.129732999999998,1014
中區,4.1,31.21,36.37035668,9,11,住,1,1,1,1,無,2018/5/15,120.679014,24.146719,90
西區,4.69,60.57,23.34613305,14,19,住,2,1,1,1,無,2018/5/19,120.667952,24.129922,285
西屯區,5.86,85.0,25.32837772,11,14,住,2,2,2,1,無,2018/10/13,120.640129,24.172013,510
南屯區,4.38,29.56,11.44445129,4,10,住,1,0,1,1,無,2017/5/31,120.639626,24.143017999999998,215
西屯區,17.25,255.96,6.097318905,19,24,住,3,2,2,1,坡道平面,2018/2/1,120.65041399999998,24.162748999999998,2120
北屯區,20.53,142.93,3.236206082,5,14,住,3,2,2,1,坡道平面,2019/3/24,120.740504,24.161138,700
南屯區,8.89,107.17,24.6931833,3,14,住,3,2,2,1,坡道機械,2019/9/22,120.62423999999999,24.145305,620
西屯區,24.4,99.82,27.41192495,3,5,住,3,2,1,0,無,2017/11/11,120.616545,24.174595,450
北屯區,23.72,245.24,7.258191476,13,15,住,4,2,2,1,坡道平面,2019/10/3,120.683053,24.181235,1630
西屯區,5.38,35.98,18.04828299,5,8,住,1,1,1,1,無,2017/6/15,120.647521,24.182756,185
西屯區,45.64,284.73,0.290218143,1,12,住,3,2,2,1,坡道平面,2017/1/3,120.629228,24.205531,1872
南屯區,3.13,29.66,29.31477032,12,12,住,1,1,1,1,無,2019/10/28,120.647074,24.144767,144
西屯區,9.53,110.42,0.547581401,7,22,住,1,2,1,1,坡道平面,2018/11/19,120.610251,24.194333,845
南區,5.05,32.25,24.17571887,6,7,住,1,0,1,1,無,2017/4/10,120.68239299999999,24.120774,156
西屯區,3.84,21.7,24.39748934,13,13,住,1,1,1,1,無,2019/1/31,120.607243,24.185154,70
北屯區,26.83,133.13,0.33950046899999997,2,12,住,2,2,2,1,坡道平面,2018/4/11,120.71141100000001,24.177517,635
北屯區,31.34,271.1,4.238280047,6,19,住,4,2,2,1,坡道平面,2019/3/20,120.68943600000001,24.185710999999998,2168
北屯區,22.73,137.3,6.757154493,7,15,住,1,2,1,1,坡道平面,2019/11/5,120.6994,24.168253,875
西屯區,18.0,177.03,22.90806793,14,15,住,3,2,2,1,坡道平面,2017/4/13,120.63491,24.176417999999998,850
南屯區,19.89,136.1,22.22359118,11,14,住,3,2,2,1,坡道機械,2017/3/18,120.63883899999999,24.142868,740
大雅區,24.02,128.27,2.836471659,8,12,住,2,2,2,1,坡道機械,2016/12/26,120.652143,24.21956,680
北屯區,24.0,86.31,30.14709405,5,5,住,5,2,3,0,無,2019/1/19,120.73728999999999,24.178822,268
南屯區,37.13,188.58,21.9580142,3,6,住,3,2,2,1,坡道機械,2019/4/10,120.61250600000001,24.149654,780
南屯區,27.32,280.67,0.43258930700000003,14,23,住,3,2,2,1,坡道平面,2017/5/30,120.62940900000001,24.139544,2717
西屯區,38.12,274.13,0.101302559,12,19,住,3,2,2,1,坡道平面,2018/7/26,120.65041399999998,24.162748999999998,2684
西屯區,19.3,277.64,1.9466518819999998,14,38,商,3,2,2,1,坡道平面,2017/6/12,120.624073,24.15521,1912
大里區,23.85,174.89,0.325810934,13,15,住,3,2,2,1,坡道平面,2017/4/17,120.661974,24.096657999999998,1080
北屯區,22.27,154.25,5.670205411,3,12,住,3,2,2,1,坡道平面,2017/8/22,120.72429,24.166522,720
西屯區,21.11,253.28,8.961169633999999,10,23,住,4,2,2,1,坡道平面,2017/6/16,120.61137099999999,24.191810999999998,1590
西屯區,15.16,144.2,23.83895631,13,16,住,3,2,2,1,坡道機械,2017/11/8,120.62158400000001,24.186232999999998,755
南區,6.9,89.08,18.56574741,5,14,住,2,2,1,1,無,2017/9/2,120.658266,24.117993,420
南區,23.29,87.58,24.16750515,5,7,住,3,2,2,1,無,2017/4/13,120.650625,24.114684,106
南屯區,13.78,141.55,21.44602559,11,14,住,3,2,2,1,坡道機械,2019/4/1,120.639626,24.143017999999998,910
南區,19.18,127.87,22.36322443,8,12,住,3,2,2,1,坡道機械,2016/11/27,120.668567,24.113706,483
北區,19.65,150.52,18.949054399999998,14,14,住,3,2,2,1,無,2019/6/17,120.67773999999999,24.154629999999997,715
北屯區,18.65,203.99,3.6523679469999997,14,15,住,3,1,2,1,坡道機械,2018/6/22,120.721672,24.175619,1135
大里區,14.61,89.1,25.58847889,3,7,住,3,2,1,1,坡道機械,2017/4/3,120.68593700000001,24.121105,368
大里區,17.93,146.03,23.88276282,10,13,住,4,2,2,1,坡道平面,2018/8/5,120.68595900000001,24.121675,730
大里區,38.53,252.04,26.69459332,6,7,住,3,2,2,1,坡道平面,2017/10/1,120.69166299999999,24.087436999999998,580
北屯區,19.23,118.62,25.57478935,7,7,住,3,2,2,1,升降機械,2019/9/26,120.690074,24.16662,645
大里區,26.67,171.5,0.342238376,9,12,住,3,2,2,1,坡道平面,2019/2/25,120.65593899999999,24.088341,1309
北屯區,17.03,131.08,1.138969315,12,14,住,2,1,1,1,坡道平面,2017/10/2,120.706928,24.167439,756
南屯區,16.91,195.75,18.98738509,2,14,住,4,2,2,1,坡道平面,2019/1/16,120.65319299999999,24.144824,1420
大里區,24.72,183.1,5.694846575,2,10,商,3,2,3,1,坡道機械,2019/4/21,120.67258000000001,24.114325,1100
北區,3.7,28.62,26.57686332,5,7,住,1,1,1,1,無,2018/6/12,120.677373,24.14909,100
南屯區,37.14,247.32,0.755662334,8,15,住,4,2,2,1,坡道平面,2017/5/29,120.584166,24.167175,1640
南區,11.16,111.76,17.4678467,10,14,住,2,2,2,1,坡道機械,2019/5/16,120.65603700000001,24.11889,636
北屯區,7.33,28.4,35.21495992,3,5,住,1,0,1,1,無,2019/7/18,120.695777,24.172636999999998,135
西屯區,3.15,24.13,24.80543748,8,13,住,1,0,1,1,無,2019/12/11,120.65614599999999,24.196041,125
北屯區,21.78,151.67,0.407948144,6,13,住,3,2,2,1,坡道平面,2019/3/7,120.73284199999999,24.174091,795
南屯區,22.3,216.37,1.349788154,15,15,商,3,2,2,1,坡道平面,2019/6/10,120.64742199999999,24.133623999999998,1900
西區,14.56,139.92,18.98738509,2,14,住,3,2,2,1,無,2018/7/26,120.662423,24.132428,895
北屯區,18.01,199.73,3.742718879,13,21,住,3,2,2,1,坡道平面,2017/9/23,120.68633799999999,24.204612,1500
南屯區,21.13,213.77,11.74288315,10,14,住,4,2,2,1,坡道平面,2019/6/16,120.634969,24.144683999999998,1778
大里區,16.93,92.39,23.67194398,5,9,住,3,2,2,1,無,2019/8/3,120.69228400000001,24.103767,380
大里區,17.32,96.35,24.79722376,6,7,住,2,2,1,1,無,2018/6/13,120.67673899999998,24.102207999999997,365
南區,34.0,106.45,35.95419482,5,5,住,8,0,8,0,無,2017/12/9,120.67030600000001,24.111283,600
北屯區,24.46,152.65,8.766778236,11,15,住,3,2,2,1,坡道平面,2019/3/10,120.661482,24.192851,1125
南區,18.08,131.85,21.20782768,9,12,住,2,2,2,1,坡道平面,2019/12/15,120.66346000000001,24.112320999999998,664
東區,28.42,170.58,0.91446094,13,14,住,3,2,2,1,坡道平面,2017/12/16,120.69896100000001,24.127845999999998,875
北區,41.42,267.54,0.574960471,10,25,住,4,3,2,1,坡道平面,2019/10/17,120.66387399999999,24.160882,1960
南屯區,22.95,147.96,23.32422979,3,7,住,3,2,2,1,坡道平面,2017/11/14,120.613046,24.149114,610
大里區,17.05,131.22,24.59461864,4,8,住,3,2,2,1,坡道平面,2018/10/16,120.69138999999998,24.077304,420
西屯區,50.28,349.84,2.266987002,2,20,住,3,2,3,1,坡道平面,2019/3/8,120.636381,24.178535,3088
西屯區,30.38,252.47,2.7351691000000002,20,24,住,3,2,2,1,坡道平面,2019/9/10,120.63630400000001,24.180047000000002,2225
北屯區,46.72,277.05,0.16153651300000002,8,15,住,4,2,3,1,坡道平面,2017/12/16,120.724033,24.164923,1750
北區,3.81,35.27,21.72803001,3,13,住,1,0,1,1,無,2016/11/28,120.669946,24.162554,152
西屯區,17.64,108.54,22.80950328,7,8,住,4,2,2,1,坡道機械,2018/4/12,120.650209,24.171809,600
南區,3.3,56.97,22.94639863,9,18,商,2,0,2,1,無,2019/4/17,120.655758,24.115095,270
北區,16.15,85.23,35.92133993,12,12,商,3,2,2,1,無,2019/10/27,120.691126,24.159229,490
東區,27.71,133.01,18.16327508,6,12,住,3,2,2,1,無,2018/5/13,120.687946,24.145617,745
南屯區,30.67,206.97,12.13440385,8,12,住,3,2,2,1,坡道平面,2018/8/11,120.645548,24.131084,1535
大里區,20.97,203.02,4.733841215,15,15,商,4,2,2,1,坡道平面,2018/7/11,120.69076399999999,24.109507,1350
南屯區,11.98,73.26,23.80336352,7,7,住,2,2,1,1,無,2017/5/30,120.65203799999999,24.153365,463
西區,19.67,118.6,24.04429934,7,7,住,2,2,1,1,坡道機械,2017/1/24,120.65558500000002,24.135045,615
南屯區,14.7,157.63,4.523022376,13,14,住,3,2,2,1,坡道機械,2018/4/26,120.61816200000001,24.158269,1020
東區,9.87,50.07,25.69525726,4,5,住,7,0,7,0,無,2018/9/26,120.684331,24.124372,200
北區,3.84,33.23,36.39499784,3,11,商,1,0,1,1,無,2018/5/22,120.691126,24.159229,220
南區,14.83,122.01,23.31875398,5,17,住,3,2,2,1,坡道機械,2019/3/26,120.661496,24.11726,534
南區,15.14,137.52,15.29394854,11,14,住,3,2,2,1,坡道機械,2016/11/25,120.650668,24.108713,750
東區,29.75,172.62,0.090350931,20,22,住,3,2,2,1,坡道平面,2017/12/4,120.69460500000001,24.135960999999998,1300
西區,33.59,169.73,19.62257952,2,6,住,3,2,2,1,升降機械,2018/9/4,120.670608,24.142946,740
北屯區,6.65,37.42,23.27494747,7,7,住,1,0,1,1,無,2017/2/5,120.696349,24.18296,150
南屯區,18.74,183.68,12.99684456,8,13,住,3,2,3,1,坡道平面,2018/2/14,120.647375,24.155448,1320
大雅區,16.51,104.87,25.85953168,7,7,住,3,2,2,1,無,2018/12/15,120.66448000000001,24.23562,410
北屯區,14.99,110.36,18.21255741,9,9,住,2,2,1,1,坡道平面,2017/12/2,120.740504,24.161138,545
東區,20.48,105.37,21.93611094,3,7,住,2,2,1,1,無,2016/12/16,120.690969,24.125557,330
西屯區,15.02,150.34,0.9035093120000001,10,29,商,2,1,2,1,坡道平面,2019/11/5,120.63445800000001,24.173542,1012
西區,6.42,51.77,22.90259211,9,12,住,1,1,1,1,無,2017/5/20,120.65348600000002,24.153458999999998,230
北區,49.11,225.19,37.62431809,2,7,住,5,2,1,1,無,2018/7/18,120.67756000000001,24.152515,1200
西區,8.21,102.67,19.16808696,19,19,住,2,2,2,1,坡道機械,2014/3/15,120.675711,24.140225,368
西屯區,17.5,165.61,25.593954699999998,5,14,住,3,2,2,1,坡道平面,2019/5/9,120.668644,24.175972,850
大里區,30.86,154.02,1.623578855,3,11,住,3,2,2,1,坡道平面,2016/11/14,120.68831200000001,24.095133999999998,1100
北區,21.28,70.94,40.57030603,4,5,住,4,0,4,0,無,2019/10/21,120.672793,24.158203,540
南區,25.83,180.67,19.69102719,12,12,住,3,2,2,1,坡道平面,2018/6/9,120.664574,24.11635,630
北屯區,17.27,83.57,25.77739447,6,7,住,2,1,1,1,無,2018/6/5,120.694204,24.177582,400
北屯區,16.12,119.9,22.37143815,6,12,住,3,2,2,1,升降機械,2018/5/2,120.69696100000002,24.179839,620
西屯區,9.88,96.54,1.204679083,15,22,商,2,2,1,1,坡道機械,2018/10/14,120.63491,24.176417999999998,990
西區,36.0,220.08,28.64945892,5,7,住,6,0,6,1,無,2017/9/25,120.658928,24.155339,850
西屯區,4.17,30.45,12.8544734,3,7,住,1,1,1,1,無,2019/5/19,120.64158700000002,24.175989,168
北區,11.01,163.87,20.79987953,12,22,住,3,2,2,1,坡道平面,2017/6/16,120.68178799999998,24.163615,850
北區,2.67,28.33,9.196629636,13,17,住,1,1,1,1,無,2018/2/8,120.680178,24.162869,230
南屯區,21.18,127.5,0.8542269859999999,6,12,住,2,2,2,1,坡道平面,2017/11/5,120.612457,24.146882,791
南區,84.33,739.61,20.72321814,2,24,住,5,5,5,1,無,2017/9/1,120.67345800000001,24.128671,3245
西屯區,24.38,143.2,24.46593701,7,7,住,3,2,2,1,坡道平面,2017/1/7,120.590341,24.176148,420
北屯區,13.06,87.32,24.61925981,7,8,住,2,2,1,1,坡道機械,2018/3/17,120.69743899999999,24.181522,467
西區,27.53,74.27,37.57503576,2,5,住,3,1,1,0,無,2017/7/5,120.659237,24.149982,173
南屯區,13.43,82.73,23.79241189,1,10,住,3,2,2,1,坡道機械,2018/11/10,120.641231,24.139648,500
北屯區,26.94,186.74,25.74727749,2,8,住,5,2,3,1,坡道機械,2019/5/5,120.6967,24.172022,720
北屯區,13.52,124.11,3.5893960860000003,4,15,住,3,2,2,1,無,2018/1/14,120.720325,24.175056,650
西屯區,17.6,125.35,4.156142837,3,12,住,3,2,2,1,坡道平面,2018/8/30,120.665411,24.175141,868
西屯區,16.47,305.71,6.562763096,13,28,住,3,1,3,1,坡道平面,2017/8/3,120.638116,24.166342999999998,2500
大里區,6.63,58.94,24.77532051,6,9,商,1,2,1,1,無,2018/12/16,120.69199499999999,24.111132,310
南區,15.89,121.5,21.3721021,11,17,住,3,2,2,1,無,2017/4/14,120.659349,24.117138,505
北區,2.86,30.13,10.42321198,14,17,住,1,1,1,1,無,2019/5/2,120.680178,24.162869,245
西屯區,6.36,76.77,7.099392869,15,24,住,1,1,1,1,坡道機械,2016/10/20,120.634606,24.172937,620
西屯區,22.08,97.07,24.63842516,6,7,住,2,2,2,1,無,2017/9/1,120.660379,24.196259,440
西屯區,16.45,175.41,3.4223837589999997,7,21,住,3,2,2,1,坡道平面,2018/4/22,120.608007,24.190404,1120
南屯區,23.79,124.65,25.7500154,5,6,住,3,2,2,1,升降機械,2018/10/13,120.638686,24.140705999999998,565
南屯區,12.8,89.71,2.521612353,2,12,住,2,2,2,1,無,2019/7/7,120.612457,24.146882,598
中區,2.25,27.14,30.32505801,10,12,住,1,0,1,1,無,2018/4/13,120.679014,24.146719,50
北屯區,36.27,309.28,9.404710569,15,19,住,5,2,2,1,坡道平面,2018/11/6,120.68205800000001,24.187929999999998,1927
南區,7.05,90.65,26.13058447,7,12,住,3,2,2,1,無,2019/6/30,120.68382,24.11895,442
北區,9.89,36.72,28.46601915,3,5,住,1,1,1,0,無,2018/2/16,120.671929,24.153721,145
北區,10.23,58.08,24.65211469,4,7,住,2,1,1,1,無,2017/2/15,120.677741,24.167334,235
北區,24.2,101.12,0.56674675,2,6,住,3,0,3,1,無,2017/7/11,120.664809,24.160167,690
北屯區,21.58,173.67,0.177963955,6,21,住,3,2,2,1,坡道平面,2018/10/5,120.70500600000001,24.182593,1210
西屯區,22.59,215.54,0.985646523,11,25,住,3,2,2,1,坡道平面,2016/10/1,120.635733,24.173756,1690
西屯區,3.32,19.59,29.92532359,5,5,住,1,1,1,1,無,2019/3/23,120.64003559999999,24.18146845,90
北屯區,31.34,281.71,4.098646789,14,15,住,4,2,2,1,坡道平面,2019/5/19,120.713798,24.166103,1840
北區,8.3,96.84,24.91221586,5,16,住,3,2,2,1,無,2019/11/12,120.699026,24.153876999999998,366
大里區,15.09,92.04,27.51596542,5,7,住,3,2,1,1,無,2019/8/22,120.69033700000001,24.092756,365
南屯區,8.89,107.17,23.53231073,3,14,住,3,2,2,1,坡道機械,2018/7/25,120.62423999999999,24.145305,590
西區,16.02,101.67,28.73159613,4,7,住,2,2,2,1,無,2017/6/28,120.66773700000002,24.142938,460
北屯區,2.75,38.67,22.17704676,6,24,住,1,1,1,1,無,2018/1/27,120.697477,24.171067999999998,190
西區,5.66,49.43,28.26615194,4,12,住,1,0,1,1,無,2017/8/20,120.657572,24.14415,180
南區,14.7,120.73,25.83215261,4,14,住,3,2,2,1,無,2017/12/21,120.660532,24.110766,600
西屯區,8.65,88.68,25.92524145,6,15,住,2,1,1,1,坡道機械,2017/6/25,120.616125,24.188064999999998,522
北屯區,19.59,185.46,25.22707516,4,16,住,4,2,2,1,坡道機械,2017/6/15,120.682121,24.175832,760
北屯區,33.1,85.33,37.75299972,5,5,住,3,2,1,0,無,2019/3/27,120.712078,24.171434,338
北屯區,23.68,308.81,28.15663566,14,19,住,4,2,3,1,坡道平面,2019/11/5,120.680764,24.176323,1310
西區,14.27,126.82,28.92598753,12,12,住,3,2,2,1,無,2018/4/18,120.657572,24.14415,435
西區,38.42,150.28,30.07590847,3,5,住,4,2,3,0,無,2018/9/28,120.668322,24.136804,593
南區,6.96,18.77,23.35982258,1,5,住,3,2,2,0,無,2016/7/7,120.668869,24.123491,35
南區,14.86,107.63,21.75814698,10,15,住,3,2,2,1,無,2018/7/16,120.68388700000001,24.131760999999997,445
北屯區,23.11,315.83,1.8864179280000002,8,24,商,4,2,2,1,坡道平面,2017/9/24,120.697477,24.171067999999998,2000
西屯區,17.8,290.58,1.5907239709999998,20,28,商,4,2,3,1,坡道平面,2018/8/20,120.62088999999999,24.17474,3250
西屯區,13.52,216.74,2.757072356,9,28,商,4,2,2,1,坡道平面,2019/10/20,120.62088999999999,24.17474,1660
北區,4.86,34.08,26.42627843,2,7,住,1,1,1,1,無,2017/1/10,120.665374,24.159243,150
南區,12.48,105.82,9.226746614,5,12,住,2,2,1,1,坡道機械,2019/11/18,120.65379899999999,24.122007999999997,760
西屯區,19.04,140.61,24.89852632,7,9,住,3,2,2,1,坡道平面,2018/11/17,120.64674099999999,24.170869,786
西區,4.45,34.63,27.61179217,11,12,住,1,1,1,1,無,2017/3/16,120.662679,24.163032,177
南區,4.33,57.01,22.83140653,16,17,住,2,1,2,1,坡道平面,2019/12/5,120.659452,24.109237,260
北屯區,10.5,125.14,4.6681314469999995,5,22,住,2,2,2,1,坡道平面,2018/3/26,120.697477,24.171067999999998,918
西屯區,14.77,101.82,0.08487511699999999,2,12,住,2,2,1,1,坡道平面,2018/3/1,120.62825500000001,24.159597,980
北區,8.43,106.95,13.61013573,16,18,住,2,1,1,1,坡道機械,2019/7/19,120.67511699999999,24.163264,672
北屯區,8.07,90.59,25.56383772,4,16,住,3,2,2,1,無,2019/4/18,120.665049,24.18719,465
北屯區,33.59,94.69,28.31543427,4,5,住,2,2,2,0,無,2016/10/22,120.700222,24.184044,370
西屯區,9.88,146.55,18.33028741,7,14,住,3,2,2,1,坡道平面,2019/3/5,120.647751,24.17239,820
北屯區,16.72,105.25,27.91843775,2,7,住,3,1,2,1,升降機械,2018/9/18,120.69696100000002,24.179839,480
南區,3.21,35.98,23.53231073,3,13,商,1,1,1,1,無,2018/8/9,120.670427,24.125861999999998,154
南區,17.32,164.5,4.8460954019999996,12,15,住,3,2,2,1,坡道平面,2018/4/30,120.65898899999999,24.125247,1050
南區,19.38,110.99,25.13946214,7,7,住,3,2,2,1,無,2018/5/1,120.650668,24.108713,488
南區,10.85,124.79,4.889901914,10,12,住,2,2,1,1,坡道平面,2017/5/9,120.655758,24.115095,745
西區,9.5,125.82,34.31966433,15,15,住,3,2,2,1,無,2017/12/13,120.67063600000002,24.152531,488
西屯區,20.58,136.59,22.86699932,11,14,住,3,2,1,1,坡道機械,2016/10/22,120.61378,24.177765,665
北屯區,34.36,81.32,26.48925029,4,5,住,3,2,2,0,無,2018/12/27,120.66691999999999,24.178673999999997,450
西區,3.56,45.37,34.60988248,12,15,住,1,1,1,1,無,2018/3/29,120.67063600000002,24.152531,170
大里區,14.77,167.87,8.31502358,11,19,商,3,2,2,1,坡道平面,2018/12/26,120.68196499999999,24.104882,1008
西屯區,26.03,132.29,22.86426142,10,12,住,3,2,2,1,無,2019/4/27,120.610221,24.193663,580
西區,20.45,147.94,21.3721021,9,9,住,3,2,2,1,坡道平面,2017/5/19,120.66869799999999,24.136175,720
北屯區,8.0,112.22,0.09856465199999999,14,28,商,2,2,1,1,坡道平面,2017/5/26,120.697477,24.171067999999998,698
西屯區,35.82,129.18,28.23877287,3,5,住,3,2,2,0,坡道平面,2016/12/11,120.638924,24.180899,635
西屯區,18.94,125.17,21.04355326,6,9,住,3,2,2,1,坡道機械,2018/1/8,120.667052,24.177973,621
北屯區,10.02,125.97,23.953948399999998,12,17,住,3,2,2,1,無,2018/8/7,120.701729,24.171803,500
西屯區,3.19,24.16,21.83207047,1,13,住,1,0,1,1,無,2016/12/20,120.65614599999999,24.196041,129
南區,17.08,109.39,25.29004702,4,7,住,6,0,6,1,無,2018/5/22,120.68239299999999,24.120774,570
南屯區,5.86,41.78,25.45705935,2,7,住,1,1,1,1,無,2019/4/7,120.65215800000001,24.156236,225
西區,23.8,83.92,37.88989507,3,5,住,3,2,1,0,無,2018/12/20,120.657572,24.14415,430
西屯區,33.35,258.58,3.70438818,9,18,住,4,2,2,1,坡道平面,2018/9/23,120.63445800000001,24.173542,1750
北屯區,11.16,117.93,10.82568431,4,15,住,3,2,2,1,坡道機械,2018/6/26,120.697477,24.171067999999998,810
西屯區,17.46,62.53,32.35110919,5,5,住,2,2,1,0,無,2017/12/11,120.65958700000002,24.165053,305
西屯區,9.88,96.54,0.18343976899999997,11,22,商,2,2,1,1,坡道機械,2017/10/6,120.63491,24.176417999999998,914
東區,30.51,175.49,2.0342649059999998,11,13,住,3,2,2,1,坡道平面,2018/3/31,120.69896100000001,24.127845999999998,1002
西屯區,8.5,84.35,22.74653141,4,14,住,3,2,1,1,無,2019/7/29,120.668644,24.175972,520
北屯區,22.17,196.34,5.1171481960000005,8,15,住,3,2,2,1,坡道平面,2019/12/19,120.713798,24.166103,1330
西區,26.17,123.32,33.58590525,6,12,住,3,2,2,1,無,2018/10/7,120.65138799999998,24.146567,500
西屯區,27.6,216.61,0.446278842,2,24,住,3,2,2,1,坡道平面,2017/5/27,120.63630400000001,24.180047000000002,1530
西屯區,16.1,243.05,1.092424896,13,32,商,3,2,2,1,坡道平面,2019/7/11,120.630241,24.163056,3088
西屯區,15.37,99.8,23.03127374,5,14,住,3,2,2,1,無,2017/11/6,120.608129,24.188533,392
大里區,11.95,118.04,13.56359131,6,10,商,2,2,2,1,坡道平面,2018/10/6,120.672895,24.115573,570
西屯區,17.46,174.67,2.16842235,7,22,商,3,2,2,1,坡道平面,2019/10/1,120.63491,24.176417999999998,1528
西區,2.6,40.08,23.7184884,20,22,商,1,0,1,1,無,2019/10/8,120.673919,24.142748,135
北屯區,6.63,102.95,19.58424882,12,25,住,2,2,1,1,坡道機械,2017/5/2,120.68631200000002,24.181376999999998,520
西屯區,15.9,145.59,2.130091651,2,12,住,3,2,2,1,坡道機械,2017/6/29,120.638645,24.171764000000003,1170
南屯區,10.02,97.96,20.07980999,12,14,住,2,2,2,1,坡道機械,2017/8/16,120.641355,24.143889,550
北區,37.39,255.99,0.61329117,15,22,商,3,2,2,1,坡道平面,2017/8/23,120.671653,24.173351,2000
西屯區,3.38,20.72,22.83414444,7,8,住,1,0,1,1,無,2018/2/24,120.649728,24.170197,123
西屯區,3.09,21.06,24.54533632,4,12,住,1,1,1,1,無,2019/4/17,120.60798799999999,24.18479,88
西屯區,33.08,253.48,1.5496553659999999,13,14,住,3,2,2,1,坡道平面,2018/7/12,120.64205600000001,24.182064999999998,1800
西屯區,3.74,21.18,28.53446683,3,5,住,1,0,1,1,無,2017/12/5,120.64003559999999,24.18146845,98
北屯區,23.31,175.48,12.41914618,9,14,住,4,2,2,1,坡道平面,2018/9/13,120.69018600000001,24.175588,1200
中區,3.22,30.93,36.65509901,8,8,住,1,0,1,1,無,2019/2/18,120.674476,24.143867,143
北區,24.32,111.52,33.80767572,5,5,住,2,1,1,0,無,2016/12/1,120.68105700000001,24.151854,150
北區,33.5,166.2,29.22989521,5,7,住,6,0,6,1,無,2020/1/9,120.678223,24.164406,1136
北屯區,9.64,142.56,24.07167841,20,26,住,3,2,2,1,坡道機械,2019/5/11,120.697477,24.171067999999998,910
南屯區,18.02,200.86,23.22840305,6,16,住,5,2,3,1,坡道機械,2018/8/23,120.62940900000001,24.139544,730
南區,24.45,178.5,0.19165349,11,11,住,4,2,2,1,坡道平面,2016/12/1,120.66119199999999,24.110454,1094
北屯區,19.8,115.19,2.160208629,6,12,住,3,2,2,1,坡道平面,2018/2/12,120.726223,24.166228,568
南區,21.33,144.55,0.43532721399999996,5,12,住,3,2,2,1,坡道平面,2019/8/31,120.651338,24.107638,832
西屯區,21.23,218.17,0.8131583809999999,7,19,商,4,2,2,1,坡道機械,2019/11/9,120.66526200000001,24.178301,1755
西屯區,13.11,107.57,2.7296932860000003,7,12,住,4,2,2,1,坡道平面,2019/10/18,120.61374599999999,24.179713,788
北屯區,28.62,200.76,27.3927596,7,15,住,4,2,2,1,坡道平面,2018/9/14,120.681996,24.189615,900
北區,7.87,94.88,17.53081857,13,20,住,2,2,1,1,坡道機械,2016/12/26,120.671653,24.173351,504
南區,14.83,127.86,23.32422979,4,17,住,3,2,2,1,坡道機械,2019/3/28,120.660954,24.117757,588
西區,8.23,102.89,24.48784027,19,19,住,1,1,1,1,坡道機械,2019/7/10,120.675711,24.140225,530
北區,13.78,169.01,23.04222537,10,21,住,4,2,2,1,坡道機械,2017/10/28,120.689378,24.157031,920
北區,7.33,70.5,10.9023457,5,14,住,1,1,1,1,無,2017/11/19,120.67891399999999,24.172760999999998,430
中區,4.88,45.55,37.0822125,11,11,住,1,0,1,1,無,2019/1/30,120.679014,24.146719,158
南屯區,10.6,82.85,23.61171003,5,9,住,2,1,1,1,坡道平面,2017/7/5,120.65215800000001,24.156236,430
南區,15.0,52.49,37.744786,5,5,住,2,2,1,0,無,2019/9/24,120.67030600000001,24.111283,250
西區,25.39,256.14,14.03724922,10,14,住,3,2,2,1,坡道平面,2017/2/4,120.662255,24.160554,1600
北屯區,9.77,105.31,25.43515609,12,13,住,3,2,2,1,坡道機械,2019/7/17,120.70312,24.186776000000002,550
西屯區,28.84,268.28,5.57985448,8,14,住,4,2,2,1,坡道平面,2017/8/12,120.65614599999999,24.196041,1860
西屯區,19.51,167.67,17.8566295,7,14,住,4,2,2,1,坡道平面,2017/3/14,120.63821200000001,24.173159,1050
北屯區,4.17,45.22,24.40570306,7,17,商,1,1,1,1,無,2019/5/19,120.681357,24.176145,265
北屯區,17.0,136.32,25.63776121,7,11,住,3,2,2,1,坡道機械,2018/8/6,120.69657099999999,24.170448999999998,700
北屯區,17.8,177.4,6.913215192999999,3,15,住,3,2,2,1,坡道平面,2017/5/22,120.68671299999998,24.189567,1225
北屯區,28.26,221.57,26.83148867,3,11,住,4,2,2,1,坡道平面,2019/9/24,120.679381,24.173921,1150
南屯區,12.88,125.78,21.60208629,8,14,住,3,2,2,1,坡道機械,2019/2/23,120.641355,24.143889,900
西屯區,19.57,206.67,10.34381267,18,22,住,4,2,3,1,坡道平面,2019/4/2,120.609973,24.192242,1300
南屯區,22.09,148.97,4.906329357,7,12,住,3,2,2,1,坡道平面,2019/11/11,120.613623,24.148554,950
南屯區,12.3,118.83,24.53164678,3,13,住,3,2,2,1,無,2018/7/17,120.652828,24.153468,615
南屯區,27.77,227.51,3.277274687,8,15,住,4,2,2,1,坡道平面,2019/11/27,120.61816200000001,24.158269,1600
西屯區,21.74,153.13,2.839209566,8,12,住,3,2,2,1,坡道平面,2017/5/6,120.665411,24.175141,970
西屯區,12.49,85.68,26.20450796,9,12,住,2,1,1,1,坡道平面,2018/10/21,120.641747,24.175076,520
